mfcc,chroma,mel,label
-322.08224~80.144844~-47.250607~22.267696~-7.092192~-5.9784317~-17.517878~0.5963718~-9.510481~-14.102441~-5.5375853~-3.709166~-6.793246~-3.7943897~1.923309~4.9578705~6.8198752~1.7204003~-3.4972832~0.6554359~-3.3371685~-1.8280822~1.6899441~-3.9122574~-2.7223625~0.3729538~0.85557985~1.0141832~-0.88456875~3.3236094~5.3402967~3.6272717~1.8729827~3.4855666~2.7529242~0.9778054~-0.64952046~1.0041339~1.2089372~-0.5723657,0.5760815~0.54462934~0.4990682~0.47582793~0.43542093~0.42862022~0.505035~0.54781723~0.560018~0.56249434~0.57736456~0.5979117,0.002995296~0.0023067072~0.0035641058~0.004389978~0.004985001~0.033843104~0.6790519~1.981369~1.7328773~0.66214913~0.9609795~0.7882236~0.9750735~1.5435239~2.038284~3.791951~4.678126~5.5415363~3.1829965~3.924077~2.8628378~2.6183221~5.967394~4.7149067~2.628747~2.6991189~5.7868977~5.6790085~3.9220052~4.573286~4.19621~3.489601~2.5715232~3.5308022~2.9229488~2.8668041~3.3312795~5.35788~4.84488~1.737998~0.54356533~0.45850736~0.34767437~0.43605348~0.84770507~0.7346304~0.64460915~1.0709808~1.4855499~1.6716216~2.5531788~0.7257653~0.43056172~0.5611446~0.7017226~0.30704814~0.28313336~0.29779524~0.51263696~1.4239502~0.35589242~0.43116495~0.47949934~0.19498369~0.13176703~0.2537953~0.5786562~0.7721072~0.603299~0.60663~0.3184035~0.2024927~0.22443493~0.120348684~0.07664427~0.12311637~0.112986945~0.097202435~0.050338246~0.03508774~0.086952955~0.043646444~0.0129006095~0.021598974~0.018475797~0.008837567~0.0097294~0.011135151~0.013178302~0.020555897~0.019001156~0.019134345~0.0148320515~0.019441504~0.018048361~0.024577806~0.017416118~0.017864253~0.016648069~0.012587374~0.010379749~0.010103918~0.008195424~0.0067243753~0.0047930107~0.0044203238~0.0023908336~0.0015032502~0.0015838938~0.0011655381~0.00082868896~0.00065393536~0.0007110778~0.0007181997~0.00051319617~0.0004589604~0.00032365494~0.00026238785~0.00025140116~0.00016243214~0.000100927085~5.7645524e-05~5.4213157e-05~6.172608e-05~5.0396808e-05~4.0902472e-05~2.5280773e-05~1.5192305e-05,anger
-407.30014~61.380043~-7.5611167~11.9503~4.6103206~11.433699~-17.094873~0.40666866~1.8078015~-3.8853648~-6.3311806~3.6880832~-2.27691~-3.367568~-0.030881496~2.268279~-1.3712214~1.5560349~0.3065795~-1.3666254~-0.17062144~1.2853553~-1.4022553~0.8737494~-1.8889009~1.1978468~0.57728636~-1.0281283~1.1424922~3.5158017~2.558631~3.0933928~4.9998364~4.2495656~3.1009188~5.131581~4.9164853~4.3860335~3.3893664~3.783858,0.72431266~0.703436~0.68602276~0.66800827~0.66501015~0.68405455~0.68028986~0.6712836~0.6901552~0.71056455~0.70737106~0.7062966,0.17539375~0.13734432~0.1586201~0.22657743~0.56562155~0.9435533~2.2982984~2.618948~2.1342585~0.65164185~0.8685097~1.3034135~2.2773943~3.3814538~3.0109136~4.1312995~6.3057914~5.831416~2.1444414~2.0875227~5.0257726~4.141883~3.046338~1.5170966~2.1216486~3.2826817~2.7940092~1.8398361~1.2471833~0.64008653~0.5212573~0.7734651~0.705178~1.6703964~2.5786715~1.4143991~0.47649983~0.46165875~0.3452491~0.30411005~0.43958348~0.26592448~0.24630822~0.24694839~0.17147511~0.23291115~0.38904837~0.30201107~0.19653942~0.29089147~0.2631599~0.2737749~0.21615446~0.15958264~0.14047791~0.14245617~0.111180834~0.10647057~0.14345562~0.19329849~0.12570496~0.14904666~0.22529712~0.12520742~0.121210486~0.114174165~0.082981974~0.07771267~0.06444618~0.0674429~0.061199106~0.043767635~0.02538201~0.015346038~0.008312819~0.007976133~0.007963388~0.0067417147~0.006805243~0.0061057652~0.0071643176~0.00490769~0.0048287343~0.005182706~0.0052579977~0.0045545134~0.0064023193~0.0060329726~0.0052658664~0.0055404273~0.005251322~0.0041109906~0.0034765908~0.0036649092~0.002771929~0.0029458075~0.0029036754~0.0025829046~0.0024981496~0.002553131~0.0026674396~0.0027107494~0.0026609672~0.0023957863~0.0024482026~0.0023185562~0.0021899897~0.0015627934~0.0013120566~0.0013993611~0.0014370594~0.0012654567~0.00089522905~0.00063668063~0.00054052746~0.00046667687~0.00033640958~0.00023632272~0.00019762956~0.0001940044~0.00016924534~0.00013555994~0.00010667895~7.911353e-05~6.0421946e-05~3.8675073e-05~2.4310722e-05~1.5612666e-05,anger
-333.67545~72.900406~-31.806562~11.139261~-25.508066~-1.9266291~-34.093227~-5.604285~-11.463459~-25.006592~-17.424135~-9.65061~-22.219854~-13.67033~-6.42138~-11.358694~-7.631416~-5.4536276~-15.76086~-14.511321~-7.140302~-13.465792~-7.6813~-6.446421~-4.443449~-1.471915~-2.0758529~2.6875315~0.19327544~0.1128052~-0.87408733~2.4168346~1.8260928~1.5010484~1.860858~4.8035746~1.769987~1.825572~-0.94119585~0.7282969,0.61549056~0.5830649~0.600719~0.5677033~0.51928186~0.5249317~0.49243534~0.52336574~0.54752254~0.5751345~0.65575147~0.67113614,2.3981866e-06~1.4037212e-05~0.00013788781~0.020758916~0.10718625~0.2994323~2.2741964~2.6974175~1.3974843~1.6279278~2.2724319~1.6501137~1.412148~1.4428749~3.8416493~4.28276~3.759972~6.0329027~6.442232~4.287497~2.071728~1.1626289~0.9843174~0.8329338~1.8024938~0.80546445~0.9628736~1.3802178~1.0530862~1.2085224~1.2188337~1.6396033~0.7536438~0.37157434~0.51747155~0.9154531~0.8391508~0.3741792~0.18282089~0.07504618~0.07751358~0.20047551~0.3729091~0.22743435~0.23741879~0.18405691~0.15518129~0.40401122~0.39284542~0.1965327~0.2546254~0.2408004~0.2053311~0.11798628~0.13770595~0.07962955~0.11322859~0.20816176~0.28000584~0.14863779~0.12132329~0.082964644~0.12021384~0.33574015~0.32922268~0.17649804~0.12914878~0.1330523~0.09535269~0.08979157~0.06441298~0.09755261~0.109037526~0.186792~0.17914389~0.17182866~0.11405077~0.030502258~0.027720014~0.011895228~0.008211693~0.019121574~0.025925322~0.01616992~0.019211208~0.021517323~0.01703523~0.04966372~0.06944057~0.066254675~0.09279794~0.06799982~0.050530605~0.058462434~0.044129286~0.06178318~0.06005254~0.055131227~0.027143566~0.02428011~0.03173099~0.045141056~0.038388714~0.025660438~0.018859832~0.016843574~0.009892281~0.007993914~0.008803945~0.009989899~0.0066371~0.005846332~0.005783409~0.0039184927~0.0025878842~0.0016768856~0.0012737535~0.00074412196~0.0004059484~0.00025584252~0.00013652694~5.788604e-05~0.000108406115~0.00012835527~0.00010666565~5.7311965e-05~3.450629e-05~1.3187129e-05,anger
-328.22095~57.220398~-32.757385~2.2943368~-35.698456~-9.386067~-28.33904~-13.324129~-10.102578~-21.550255~-22.093348~-9.316883~-22.416153~-14.662396~-7.72294~-8.922484~3.668941~0.49961007~-1.7716196~5.477333~2.7202125~-3.6152985~1.2752911~6.633521~2.6709847~2.9032598~2.1479774~-0.6024406~-3.8501542~-3.19019~-1.1063253~0.116972305~-0.9328948~1.0795344~1.3490037~4.736094~1.2150892~3.6413054~0.5955133~-0.61016876,0.48776862~0.44826278~0.4350966~0.4264813~0.45733196~0.478883~0.5083135~0.5913181~0.56110984~0.6153622~0.70598763~0.5901529,0.00031364~0.00049770804~0.0006795428~0.0018153762~0.004834357~0.0403901~0.24965669~0.23407577~0.17400362~0.48174202~0.95045215~1.9586968~5.463726~7.428408~10.468493~7.7626033~0.7718269~0.16406712~0.354806~1.6380707~1.5339278~1.0252074~1.881753~1.0562508~1.133078~0.9174339~0.49797532~0.7094469~6.688873~19.619211~16.49565~7.374617~2.3111978~1.6048977~1.0469298~1.0352334~1.0425125~0.9523701~0.528133~0.15908659~0.69979054~2.7610486~1.2268647~0.23739702~0.3305212~0.45223415~0.3083114~0.15663238~0.0941053~0.18138294~0.8928993~0.38821435~0.1501849~0.06281081~0.062242318~0.066472255~0.08666591~0.26718554~0.28824124~0.12127439~0.054169625~0.053214576~0.083886325~0.21428652~0.27897748~0.1364794~0.060572527~0.14257866~0.42243332~0.12139469~0.018575765~0.0073949164~0.034227293~0.03701692~0.014498882~0.022182897~0.07409287~0.030424489~0.01993498~0.022557598~0.015166113~0.010441156~0.004664662~0.004882871~0.005940405~0.006313312~0.0079331~0.014314033~0.029348636~0.08181805~0.0648021~0.035369296~0.041043915~0.04182792~0.10348732~0.08912118~0.061489597~0.052303396~0.045232337~0.035282563~0.030491842~0.020529289~0.01369476~0.013166613~0.008343564~0.0034027381~0.0024883675~0.003507305~0.004874743~0.0045202207~0.0048115696~0.0041065644~0.0038173331~0.0033525764~0.002980139~0.0025955467~0.0016156128~0.000953448~0.00055211736~0.0003064125~0.0001597335~0.00011424417~0.00014601737~0.00017249754~0.00014168971~7.260723e-05~3.539836e-05~1.07303695e-05,anger
-288.308~92.55885~-23.828737~34.543163~-15.64289~16.247927~-9.151205~-8.004391~-10.928453~-9.3089485~-13.494648~-12.788594~-4.5456767~-0.23825158~-2.2674382~-1.7919449~-6.9680953~-6.657384~-1.9392748~-8.999554~-8.2799425~-3.2876596~-4.9127984~-11.267402~-10.128325~-4.8748918~-6.79365~-6.4740386~-8.784627~-6.347257~-4.2478027~-5.0105906~-3.08093~-4.336211~-3.6620278~-1.5910844~-3.0613647~0.06829463~0.8903282~1.4827962,0.7054958~0.66194195~0.71186996~0.71137166~0.6413705~0.5499369~0.53803605~0.5675345~0.6485276~0.70913315~0.70097077~0.6844781,0.00036323158~0.036933593~0.7265961~3.2627466~3.2283106~2.701258~6.185272~3.4284692~1.6854906~0.87070715~1.0815667~1.6314306~6.7589865~20.32204~17.430845~10.96318~4.5135064~9.172995~6.4460616~3.8595116~3.971737~3.2977517~4.1080327~1.4723186~0.5579976~0.283038~0.81614375~1.3830177~0.8353176~1.1588385~0.5925937~0.88346106~1.0777243~1.6445478~1.6854514~1.1860272~1.3113477~1.4333369~2.0085604~2.0516114~1.192334~0.6199699~0.32280856~0.14170395~0.122370765~0.17697738~0.5913406~0.6702195~0.3028971~0.28102598~0.37438744~0.17874137~0.14163497~0.22047141~0.4847585~0.52385503~0.16550009~0.1810227~0.45572072~0.40106252~0.2320909~0.28797412~0.1449833~0.0518412~0.0905674~0.08718997~0.10490026~0.118741564~0.12591612~0.14348039~0.1446333~0.21476969~0.21349858~0.10267374~0.060879428~0.058997322~0.11444817~0.10708364~0.08038473~0.09271493~0.13629624~0.16481182~0.10592023~0.18519852~0.18256614~0.12783986~0.14633511~0.17158614~0.13326792~0.11246266~0.10571782~0.100024596~0.0975588~0.114539176~0.08072419~0.069859065~0.0639694~0.05356246~0.050109264~0.04154168~0.040721375~0.04924005~0.03661294~0.030310052~0.031923406~0.02369544~0.011858971~0.008623569~0.0068234033~0.0055919318~0.0040317914~0.0039950125~0.0030959998~0.002094824~0.0015676358~0.001057016~0.0006303742~0.0004649497~0.0003036221~0.00020136515~0.00012289193~7.54037e-05~5.4450273e-05~5.211115e-05~5.758494e-05~4.212152e-05~2.1036009e-05~7.468378e-06,anger
-296.96185~85.00041~-29.51624~32.60494~-26.462234~6.253373~-20.164577~-9.440359~-8.170146~-10.607476~-20.006638~-9.175213~-14.210247~-8.756633~2.1069162~-5.36094~-7.7271466~-4.2099934~-3.278728~-13.371207~-6.4330597~-4.746917~-7.994299~-11.513002~-12.707725~-6.0554686~-1.9703931~-4.994617~-10.507348~-8.092786~-7.4272914~-3.4066105~-4.1862845~-2.6435528~-4.295534~1.6025517~0.61369157~1.9666364~1.0220567~1.3084661,0.60922784~0.636104~0.645621~0.62884307~0.53217554~0.50431854~0.57208747~0.64566123~0.730783~0.7578535~0.7060508~0.66545475,6.2637235e-05~0.0018627746~0.03033465~0.22061218~0.6182456~1.3244923~2.2538912~1.4134701~0.3782286~0.28575507~0.8512723~1.5245303~3.3662786~7.2406034~8.644463~15.933056~10.050417~3.4762318~1.7330849~4.4658833~4.058807~2.0130095~1.7393675~0.5500847~0.4467292~0.37178853~1.086953~2.1426764~2.9206421~1.7874494~0.44420615~0.4152495~0.5580081~0.82058924~0.74986863~0.6006504~0.45441842~0.6658357~0.7548137~0.61863416~0.3760658~0.29488412~0.14137304~0.057992652~0.11650905~0.2034647~0.28294298~0.21700113~0.5251475~1.1436946~0.37668675~0.28113374~0.33097586~0.17479566~0.115521416~0.15195656~0.2163305~0.5496135~0.3212714~0.21845561~0.119941734~0.041762494~0.029328614~0.043920167~0.023571359~0.015612792~0.028244678~0.04869377~0.082828335~0.13487662~0.17066446~0.1785554~0.13905914~0.08663474~0.0388982~0.05863851~0.046617173~0.0371708~0.04980767~0.07802809~0.038482696~0.03235483~0.03901436~0.05429071~0.047085043~0.04874186~0.09161307~0.1267315~0.20555769~0.20079134~0.1655459~0.16910306~0.14105894~0.124774486~0.14834855~0.10045617~0.070785135~0.051725093~0.04356137~0.059813663~0.051850177~0.060101137~0.04410068~0.037436772~0.022803517~0.011879439~0.008418304~0.010540393~0.008490996~0.0073920973~0.005641963~0.003699207~0.0027850617~0.001982828~0.0013651175~0.0011369018~0.0009324784~0.00045509264~0.00020620301~9.020535e-05~4.2736552e-05~3.8093633e-05~4.21639e-05~3.0090509e-05~3.0922314e-05~1.6366092e-05~6.157626e-06~1.0348366e-06,anger
-345.98206~70.76551~-35.93494~14.45986~-8.108867~-3.872238~-13.903643~3.1854355~-5.936173~-9.818937~-5.311972~-0.91327566~-10.254729~-5.824197~-1.8226832~-4.438709~1.188317~5.346924~0.86462724~2.149584~3.8804946~-0.28918356~0.29203388~-0.22148359~-3.6650403~-0.7918162~2.5317645~1.8028253~-1.5798213~0.4719761~2.5694063~0.989823~0.35369727~-2.3553774~-2.3241353~4.2492256~2.8437662~0.89170337~-1.7064735~0.83937544,0.559668~0.56012523~0.5565918~0.48358756~0.45889392~0.48747957~0.53874004~0.5546156~0.5999566~0.68718654~0.65192634~0.5908358,0.0014255035~0.0013796395~0.001917827~0.0026000417~0.005979003~0.044252474~0.39702272~0.5612783~0.51498395~0.3247062~0.27163282~0.42153704~0.7486228~1.511404~1.7130038~1.2007377~0.7606918~2.4910748~3.9237688~2.2202878~0.54735446~0.31661424~1.4849067~2.4569743~3.877052~3.286882~3.2702541~6.7364573~6.5053663~2.5514998~1.6307739~1.1078627~0.3846774~0.473257~0.4483256~0.3692903~1.469159~2.1497133~3.4555173~4.3148103~2.82098~1.060668~0.57650214~0.72602946~0.40498194~0.18199438~0.28198242~0.5316191~0.37827322~0.34919903~0.2117183~0.17914687~0.15236~0.13139325~0.10240014~0.12773433~0.36224547~0.4746915~0.88565356~0.33566612~0.07672477~0.11110865~0.12277519~0.17802407~0.28038478~0.23611425~0.2132065~0.14352153~0.21762113~0.26140434~0.48811504~0.23768364~0.11672163~0.11607368~0.14368792~0.1413135~0.09561558~0.08323435~0.07854653~0.042747594~0.016014872~0.006811926~0.0059196986~0.007912804~0.0066836383~0.0068456833~0.01111553~0.01916562~0.022146804~0.045361277~0.042680696~0.04096116~0.034625214~0.04855654~0.03626794~0.030049827~0.017092615~0.016321525~0.01698285~0.013400425~0.0114882095~0.010562988~0.008705015~0.007183745~0.005365884~0.0027415417~0.0017319372~0.0019573034~0.0016775047~0.0013890717~0.0015537778~0.0010782626~0.0011893575~0.00092604785~0.0006776761~0.00062166306~0.0004796662~0.00038174997~0.00026447375~0.00018838604~0.00012542312~8.2679326e-05~8.5892796e-05~0.000108062806~0.00011704908~7.426845e-05~4.01504e-05~1.6223807e-05,anger
-420.59586~54.750343~-0.76305753~11.358739~1.6992096~7.8317347~-11.286014~3.5281796~2.0936658~0.51902175~-2.9982543~3.9005282~-0.46276537~-1.4238412~1.136317~2.721935~0.8303345~2.4709663~1.9719284~1.0537459~0.9670066~1.0627924~-0.42667198~-0.0392745~-1.544123~1.401281~0.79881924~0.8129812~1.6568131~2.4662495~1.8048112~1.5784401~2.8105087~2.780335~2.568521~3.787772~4.6634474~4.0687504~2.5879066~3.1229599,0.69421744~0.7013875~0.6872744~0.682146~0.7139641~0.71437436~0.7201106~0.7534305~0.7637074~0.7716286~0.73550904~0.71975076,0.10910165~0.0866196~0.11058328~0.18757601~0.4596828~1.0155332~1.50642~1.0032536~1.0019945~0.40154982~0.9269197~1.4840815~1.6475129~2.6817274~2.3648813~2.4448185~3.3308957~3.1979685~2.4521594~0.88181156~0.694934~0.86312824~0.98196733~0.66347003~0.3593019~0.32016435~0.4291454~1.0168041~1.5830697~0.7521408~0.20763244~0.16560817~0.09800554~0.11361086~0.12513596~0.22771448~0.23702855~0.13502541~0.078732975~0.04656628~0.04933111~0.059562795~0.042625945~0.03966407~0.0338558~0.031995017~0.048674624~0.10754016~0.08594219~0.10770427~0.24336505~0.20361894~0.08954715~0.08686922~0.108820885~0.085199535~0.07625048~0.15787491~0.30116183~0.15103333~0.09642577~0.1643963~0.107651845~0.055866145~0.06169265~0.050955933~0.039285827~0.037481003~0.031209262~0.039874855~0.036780898~0.03064281~0.019012012~0.013204127~0.008188537~0.008834497~0.007538902~0.010031798~0.015017399~0.012555118~0.010470944~0.009498696~0.01343981~0.016703138~0.01494946~0.015489925~0.014719093~0.010419634~0.010883622~0.011787665~0.012846957~0.010258392~0.0064479564~0.005981816~0.0046155215~0.003436324~0.0028484627~0.0026138816~0.0025294553~0.002375961~0.0023004403~0.0030304452~0.0031376781~0.0036516315~0.0034057049~0.0029691295~0.0029649034~0.0027158724~0.0027011635~0.0027227574~0.0024066519~0.001949533~0.0017209059~0.0014033058~0.0011321564~0.000866526~0.0006084569~0.0004894985~0.00044325023~0.00036346453~0.0002822615~0.00024557015~0.00019241363~0.00013537268~0.000112098474~8.363242e-05~5.8195277e-05~3.684762e-05,anger
-324.4128~93.86938~-42.19639~5.973625~-20.518826~-9.2635~-39.395737~-9.802618~-5.9847283~-30.778194~-18.97133~-15.297998~-24.536594~-9.116638~-10.209243~-14.875914~-10.864316~-8.40554~-14.92283~-6.133875~-3.5443313~-9.193328~4.265234~1.8949244~1.0611846~1.8574758~-2.2246778~-2.7001214~-2.8386374~1.9034512~-2.208583~-2.4135096~-4.9459834~-0.8658449~2.6643872~1.3382379~-3.9009082~-1.0933338~0.8361496~1.693106,0.53731483~0.45261246~0.5187486~0.5347715~0.5419195~0.5521625~0.5375841~0.5735093~0.54358625~0.48240814~0.5147016~0.5772537,2.5886054e-06~2.5458658e-05~0.0002926597~0.024501242~0.10343477~0.25402027~1.1185334~0.9352338~0.6013183~1.1048001~3.3857548~7.4586654~7.038766~1.4035583~0.7416099~0.43455505~0.30585986~1.1153946~2.0741818~3.8436708~5.177274~9.073985~10.353801~3.5034418~4.974668~4.041181~2.2518873~1.8937355~2.6651716~4.862095~5.7019634~6.1056733~3.7207735~1.8257029~0.43127775~0.5112013~1.2183905~0.8412921~0.23588729~0.35517192~0.9809786~1.2029743~1.3549004~0.567926~0.31620052~0.7110296~0.7542987~0.19272907~0.049225327~0.05496091~0.09001521~0.103641145~0.18702401~0.12073762~0.15683623~0.13039954~0.14239144~0.36893928~0.40274814~0.104130134~0.18218614~0.14092208~0.17431736~0.11233529~0.08673441~0.14953697~0.31636965~0.34357682~0.29457593~0.21854182~0.114681534~0.13121985~0.13922767~0.13549793~0.10877859~0.08018868~0.06809762~0.055815052~0.032616813~0.034310814~0.04425527~0.032066412~0.014936596~0.011327994~0.013173468~0.016147144~0.017190149~0.012463493~0.029079132~0.03935039~0.03390077~0.041935407~0.046853594~0.038617272~0.036114395~0.03556338~0.028578132~0.022458533~0.012727082~0.009000453~0.014460224~0.010416769~0.0069877594~0.0058338833~0.0056344196~0.0050079348~0.002955425~0.00208297~0.002903166~0.0021347853~0.0015345758~0.00092232984~0.0007380978~0.0007695383~0.0007771836~0.00053600565~0.0004598694~0.00033006285~0.00019128688~0.00015867909~0.0001007686~8.539426e-05~6.171362e-05~6.2564526e-05~6.7497625e-05~4.2619646e-05~2.1578067e-05~7.938197e-06,anger
-333.77017~71.285576~-33.388683~-5.4091296~-31.69479~-18.928923~-30.303837~-10.0361805~-10.795994~-23.556547~-23.938318~-11.854844~-18.47237~-11.2487545~-1.2175717~0.06948802~10.988395~7.568054~2.37394~3.315362~0.9620239~-3.1636114~-0.543116~4.993579~-0.5936619~-5.094571~-6.1146016~-5.437095~-3.4330587~-4.2872295~-0.028268179~1.3823419~0.71370524~2.6677063~2.2771256~1.3883749~-2.2740552~1.2380401~-0.33354613~-0.34476027,0.60931355~0.5165422~0.4103541~0.35618863~0.34290344~0.3838313~0.48047543~0.52222025~0.52454644~0.5276852~0.57564026~0.6515636,1.3469833e-06~1.8507262e-05~0.00010145128~0.0005158747~0.010998538~0.060889967~0.17829952~0.2208094~0.19016634~0.33388403~0.68641925~2.1445143~2.7735937~6.983658~12.610943~19.399504~9.562769~4.974409~0.970596~0.1404047~0.12560882~0.3808377~2.937469~6.3224506~4.644234~1.474334~1.4437754~1.6565552~3.010388~6.200358~10.668366~39.57531~27.905811~16.141626~11.184116~10.795783~4.548675~1.079028~0.9110187~0.6337479~0.4569535~0.3480316~0.22253112~0.47977048~1.9379896~1.2089251~0.3117576~0.4228482~0.5141181~0.18655728~0.14462383~0.17853919~0.13097534~0.17983545~0.1673604~0.06528475~0.8238746~0.65708655~0.13792199~0.14025038~0.19087268~0.12556832~0.12830837~0.06578089~0.10691346~0.23694804~0.19663666~0.07996311~0.074321665~0.09427268~0.06802855~0.026758552~0.0140274605~0.02456426~0.031001963~0.02303522~0.016693328~0.020984208~0.029838335~0.00813589~0.0097261965~0.01128333~0.004959917~0.00526817~0.01497998~0.0065888893~0.0043439656~0.014133224~0.02107552~0.029375812~0.033186752~0.022690598~0.02199006~0.023425708~0.028948879~0.023162445~0.016791137~0.015814655~0.017612485~0.01797735~0.012891586~0.008393922~0.0060958955~0.004670025~0.0028037687~0.0013790873~0.0011375715~0.001835558~0.0030695973~0.0026818279~0.0027038609~0.0033638487~0.0027335896~0.0025252176~0.0017815672~0.0017654255~0.0011008681~0.0005646116~0.00033868896~0.00016298254~6.64248e-05~3.6147423e-05~6.372855e-05~8.37081e-05~8.9835456e-05~5.4172426e-05~2.0054895e-05~7.842571e-06,anger
-289.17215~85.946724~-44.359547~21.990335~-36.15507~-5.488706~-28.337091~-20.760555~-11.523996~-14.361227~-20.839079~-22.341995~-17.31074~-12.341869~-7.3465047~-12.124063~-11.464499~-14.986926~-9.479535~-11.237984~-12.742789~-7.265508~-9.213951~-10.04213~-5.8488116~1.8608335~-1.0239232~1.3789372~0.5439082~-3.1629987~1.5512776~4.0465574~4.143564~3.739838~2.5690253~3.4099243~-0.37432286~1.1619309~5.2044215~5.7088194,0.58860534~0.5551034~0.5654224~0.5639605~0.50224763~0.42991924~0.42810458~0.4698115~0.4981667~0.53178465~0.5965607~0.6103191,4.5577503e-06~1.7185715e-05~0.00010723506~0.005414305~0.08166771~1.2898573~6.8465967~11.00633~12.506325~5.588543~2.4608364~0.5602211~3.7366621~9.816898~10.380388~11.984716~9.405164~15.265792~19.25659~27.565739~25.014542~13.139831~8.715477~2.3740878~2.0897658~1.9936408~1.6584674~1.33862~1.374788~2.6817117~5.062529~4.500313~1.6211579~1.7562183~1.8421819~1.7313219~4.8369703~2.8624196~1.9174939~4.7996964~3.568058~2.2550585~0.6696556~0.3571921~0.4494739~0.24842127~0.65349376~0.7762832~0.71931386~0.31836426~0.1249046~0.40846032~0.65312374~0.4549393~0.24573807~0.22657432~0.2568024~0.3940393~0.40871638~0.25890416~0.25106096~0.28922448~0.17211545~0.078428544~0.1727894~0.18524295~0.16258577~0.16172612~0.09283629~0.034534603~0.04055609~0.12036191~0.15729165~0.14811042~0.10862161~0.11538686~0.1665978~0.109322265~0.077345625~0.08636269~0.10366923~0.08037454~0.042387184~0.10314033~0.10703699~0.060852036~0.075253114~0.06564827~0.052869026~0.10471141~0.114986286~0.073694125~0.07002902~0.07298667~0.0836972~0.06775949~0.052460045~0.063202195~0.040614393~0.034213707~0.0371184~0.03756366~0.026012732~0.021460248~0.017065857~0.010322118~0.004206606~0.00334752~0.0040591327~0.0031880275~0.002526807~0.002234068~0.0019594086~0.0014158976~0.0010164997~0.00066812255~0.000488515~0.0003349925~0.00021384057~0.00016875289~0.00014756995~0.00010104082~8.381452e-05~6.8826506e-05~5.0571118e-05~3.9531853e-05~2.5938712e-05~1.1412274e-05,anger
-305.5633~98.11833~-30.44241~23.684116~-27.191471~-2.7251532~-21.782259~-10.387803~-4.8349175~-8.322088~-21.613901~-8.263742~-16.60493~-11.995897~-1.3865596~-3.9189763~-10.398423~-6.813853~-2.8433397~-13.163075~-8.427434~-6.7982254~-7.012726~-10.03818~-14.931688~-9.84611~-4.9017234~-5.856372~-7.8700113~-5.898083~-1.9137952~3.159322~-0.33875412~-1.6413263~-5.229053~0.06785659~-1.2991894~-0.99079067~-1.288439~1.4179147,0.69491833~0.64860255~0.6244516~0.5532733~0.5292931~0.5566823~0.5489217~0.6299705~0.6896249~0.6788594~0.6485276~0.67293155,4.3476317e-05~0.0014270513~0.02220614~0.17654511~0.7341551~1.1899159~1.5257456~1.1685162~0.81886625~1.2610468~2.3511062~0.78652626~1.2290304~2.3708565~4.3414683~14.172678~15.406954~11.135854~8.083204~3.4414804~2.02903~2.6700478~2.805703~1.957826~3.0658057~2.2915041~1.8481995~1.2750381~0.6664438~0.6996545~0.76952946~2.72749~6.3427005~8.60786~4.395028~1.7175009~2.0913334~2.9522061~3.0986311~2.2252636~0.94334555~0.6125025~0.74185705~0.28261998~0.068586215~0.2105654~0.51096755~0.42240858~0.24213648~0.14270565~0.15318139~0.2976224~0.13356784~0.031012839~0.034788333~0.06399892~0.13569888~0.28912777~0.31551272~0.27345625~0.10970562~0.0230464~0.022335825~0.029093096~0.039673727~0.020990172~0.026819019~0.037298243~0.04980409~0.074105375~0.092838235~0.17434348~0.2810913~0.16008644~0.034460675~0.040052503~0.02994301~0.030367121~0.025475172~0.03717035~0.027413214~0.015824705~0.029900422~0.026674746~0.028662091~0.040183727~0.1243803~0.21924879~0.25001994~0.17295419~0.11397342~0.09492298~0.078357235~0.065857~0.05750916~0.051893096~0.050127976~0.050290864~0.04126478~0.03384496~0.028666768~0.0324437~0.034429967~0.03115559~0.020467652~0.011403196~0.005552313~0.005042177~0.0046574916~0.0043806797~0.0029756634~0.0022656268~0.002270548~0.0017196824~0.0010653539~0.0008850191~0.00068820507~0.00042088339~0.00019501487~9.860108e-05~5.5697896e-05~3.640903e-05~3.976599e-05~3.2102846e-05~2.9226185e-05~1.6618684e-05~6.078107e-06~5.6736206e-07,anger
